ID	SEE	STATISTICS	NAME	DRESSDESC	RANK	GOLD	DIAMONDS	MATERIAL	BASE_HP	COLLECTIONS_SCORE	ADD_KILLSCORE	SCORE_PEN	BASE_ATK	SKILL1	SKILL2	SKILL3	RED_SCORE	NOTE_SCORE	COLLECTIONS1_SCORE	COLLECTIONS2_SCORE	TIME	DRESS_DESC	ICON_ATLAS	ICON_SPRITE	ICON_SPRITE_GIRL	MODEL_MALE	MODEL_GIRL	POSITION	ROTATION	SCALE	HEIGHT	GRAVITY	ACC	JUMP_HEIGHT	SPEED	BASE_SP	OPEN_CLOSE	CLAIM_UNLOCK_CLOTH	CLAIM_CLOTU_FINISH_OBJ	CLAIM_CLOTU_FINISH_VALUE	CLAIM_LOCK_PRICE_VALUE	CLAIM_UNLOCK_PRICE_VALUE	
12001017 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	6800	0		117	17	185	0.104	1	101027	101027=2									Tz_boy_icon	Tz_girl_icon												1						
12001018 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	7200	0		118	18	190	0.108	1	101027	101027=2									Tz_boy_icon	Tz_girl_icon												1						
12001019 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	7600	0		119	19	195	0.112	1	101027	101027=2									Tz_boy_icon	Tz_girl_icon												1						
12001020 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	8000	0		120	20	200	0.116	1	101027	101027=2									Tz_boy_icon	Tz_girl_icon												1						
12001021 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	9200	0		123	21	205	0.12	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001022 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	10400	0		126	22	210	0.124	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001023 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	11600	0		129	23	215	0.128	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001024 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	12800	0		132	24	220	0.132	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001025 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	14000	0		135	25	225	0.136	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001026 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	15200	0		138	26	230	0.14	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001027 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	16400	0		141	27	235	0.144	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001028 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	17600	0		144	28	240	0.148	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001029 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	18800	0		147	29	245	0.152	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12001030 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	游戏少年	超级喜欢玩娃娃机，穿越到娃娃机世界，自带护盾技能	B	20000	0		150	30	250	0.156	1	101027	101027=3									Tz_boy_icon	Tz_girl_icon												1						
12002001 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	400	0		101	1	105	0.04	1									我经常出没在各种地方，财富的象征~喵~~		Unknow	Unknow	player_male_zcm	player_girl_zcm	0;0;0	0;130;0	1.5;1.5;1.5							0						
12002002 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	800	0		102	2	110	0.044	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002003 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	1200	0		103	3	115	0.048	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002004 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	1600	0		104	4	120	0.052	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002005 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	2000	0		105	5	125	0.056	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002006 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	2400	0		106	6	130	0.06	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002007 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	2800	0		107	7	135	0.064	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002008 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	3200	0		108	8	140	0.068	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002009 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	3600	0		109	9	145	0.072	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002010 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	4000	0		110	10	150	0.076	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002011 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	4400	0		111	11	155	0.08	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002012 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	4800	0		112	12	160	0.084	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002013 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	5200	0		113	13	165	0.088	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002014 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	5600	0		114	14	170	0.092	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002015 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	6000	0		115	15	175	0.096	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002016 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	6400	0		116	16	180	0.1	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002017 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	6800	0		117	17	185	0.104	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002018 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	7200	0		118	18	190	0.108	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002019 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	7600	0		119	19	195	0.112	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002020 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	8000	0		120	20	200	0.116	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002021 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	9200	0		123	21	205	0.12	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002022 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	10400	0		126	22	210	0.124	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002023 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	11600	0		129	23	215	0.128	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002024 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	12800	0		132	24	220	0.132	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002025 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	14000	0		135	25	225	0.136	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002026 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	15200	0		138	26	230	0.14	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002027 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	16400	0		141	27	235	0.144	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002028 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	17600	0		144	28	240	0.148	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002029 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	18800	0		147	29	245	0.152	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12002030 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	招财猫	富贵人家的装扮	B	20000	0		150	30	250	0.156	1											Unknow	Unknow	player_male_zcm	player_girl_zcm										0						
12003011 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	5720	0		111	11	155	0.08	1	101028=1								褒められても嬉しくねーぞ、このやろが~~听懂了么？就算你夸我我也不会高兴的~你个混蛋		Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb	0;0;0	0;130;0	1.5;1.5;1.5							1	1	101003		DIAMOND:1050	GOLD:200000	
12003012 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	6240	0		112	12	160	0.084	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003013 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	6760	0		113	13	165	0.088	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003014 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	7280	0		114	14	170	0.092	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003015 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	7800	0		115	15	175	0.096	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003016 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	8320	0		116	16	180	0.1	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003017 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	8840	0		117	17	185	0.104	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003018 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	9360	0		118	18	190	0.108	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003019 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	9880	0		119	19	195	0.112	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003020 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	10400	0		120	20	200	0.116	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003021 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	11960	0		123	21	205	0.12	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003022 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	13520	0		126	22	210	0.124	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003023 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	15080	0		129	23	215	0.128	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003024 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	16640	0		132	24	220	0.132	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
12003025 	MATERIAL,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	BASE_HP,COLLECTIONS_SCORE,ADD_KILLSCORE,SCORE_PEN	乔巴	拥有体型强化功能，遇到危险自动强化体质，变大破坏一切障碍！~	A	18200	0		135	25	225	0.136	1	101028=1										Tz_qb_icon	Tz_qb_icon	player_male_qb	player_girl_qb										1						
